user_id,text,timestamp,latitude,longitude,zone,time_diff_minutes,temporal_score
148149,fire in downtown,01-01-2023 00:00,37.89132566,-122.1198227,Zone A,37,0
133822,fire in downtown,01-01-2023 00:01,37.26154459,-121.592279,Zone D,1,1
117131,emergency in Zone A,01-01-2023 00:02,37.97616507,-122.42566,Zone A,13,1
197271,flood near river,01-01-2023 00:03,37.21717104,-121.7470971,Zone D,14,1
105884,earthquake felt,01-01-2023 00:04,37.81209566,-121.6248946,Zone B,107,0
139211,flood near river,01-01-2023 00:05,37.49633236,-122.3847601,Zone C,209,0
157358,earthquake felt,01-01-2023 00:06,37.1759449,-122.4343564,Zone C,2,1
151425,fire in downtown,01-01-2023 00:07,37.43706506,-122.1178714,Zone C,32,0
108184,earthquake felt,01-01-2023 00:08,37.51900273,-122.0536188,Zone A,97,0
194832,flood near river,01-01-2023 00:09,37.92592776,-122.0115892,Zone A,28,0
171655,fire in downtown,01-01-2023 00:10,37.79232015,-122.4939323,Zone A,57,0
103697,flood near river,01-01-2023 00:11,37.32826329,-122.1689884,Zone C,28,0
130209,emergency in Zone A,01-01-2023 00:12,37.39916287,-121.5359253,Zone D,22,0
116583,fire in downtown,01-01-2023 00:13,37.93748833,-122.2715877,Zone A,15,1
125719,evacuate Zone C,01-01-2023 00:14,37.04900504,-122.1125319,Zone C,194,0
196590,evacuate Zone C,01-01-2023 00:15,37.11668124,-121.9669071,Zone D,189,0
122730,flood near river,01-01-2023 00:16,37.13297493,-121.9347972,Zone D,188,0
195819,emergency in Zone A,01-01-2023 00:17,37.27017125,-121.8067867,Zone D,0,1
171138,emergency in Zone A,01-01-2023 00:18,37.06689317,-121.5328071,Zone D,38,0
181137,emergency in Zone A,01-01-2023 00:19,37.24588327,-121.7609593,Zone D,2,1
187512,fire in downtown,01-01-2023 00:20,37.98004627,-121.9890758,Zone B,17,0
169272,emergency in Zone A,01-01-2023 00:21,37.57155608,-121.5178613,Zone B,16,0
108521,flood near river,01-01-2023 00:22,37.71458599,-122.2382169,Zone A,156,0
132760,emergency in Zone A,01-01-2023 00:23,37.02092221,-121.6729585,Zone D,33,0
172231,earthquake felt,01-01-2023 00:24,37.94090825,-122.4069972,Zone A,9,1
134211,earthquake felt,01-01-2023 00:25,37.893959,-121.9452197,Zone B,12,1
114204,flood near river,01-01-2023 00:26,37.36688073,-122.2752346,Zone C,60,0
129477,earthquake felt,01-01-2023 00:27,37.39771671,-122.3878518,Zone C,224,0
142756,emergency in Zone A,01-01-2023 00:28,37.80002141,-122.0648615,Zone A,22,0
188399,flood near river,01-01-2023 00:29,37.91707635,-122.017416,Zone A,8,1
131698,fire in downtown,01-01-2023 00:30,37.58603473,-122.4195406,Zone A,184,0
127884,emergency in Zone A,01-01-2023 00:31,37.25655358,-121.8198717,Zone D,14,1
109559,earthquake felt,01-01-2023 00:32,37.11957061,-122.0028926,Zone C,172,0
160194,earthquake felt,01-01-2023 00:33,37.54885912,-121.7853392,Zone B,69,0
188466,fire in downtown,01-01-2023 00:34,37.7256894,-122.3923821,Zone A,33,0
194892,flood near river,01-01-2023 00:35,37.07102445,-122.3903412,Zone C,8,1
111913,evacuate Zone C,01-01-2023 00:36,37.22303377,-121.8369427,Zone D,10,1
156034,fire in downtown,01-01-2023 00:37,37.94446356,-121.8442845,Zone B,369,0
197288,flood near river,01-01-2023 00:38,37.23737664,-121.651391,Zone D,0,1
116301,flood near river,01-01-2023 00:39,37.14326658,-121.9688092,Zone D,165,0
115453,flood near river,01-01-2023 00:40,37.01722362,-121.7254907,Zone D,447,0
178113,fire in downtown,01-01-2023 00:41,37.7443492,-122.1146741,Zone A,35,0
140995,emergency in Zone A,01-01-2023 00:42,37.02206859,-121.8086032,Zone D,310,0
161526,flood near river,01-01-2023 00:43,37.41700816,-122.055564,Zone C,14,1
149076,evacuate Zone C,01-01-2023 00:44,37.01019691,-121.992596,Zone D,164,0
162214,fire in downtown,01-01-2023 00:45,37.57148049,-122.0302435,Zone A,52,0
183989,emergency in Zone A,01-01-2023 00:46,37.64882421,-121.6717865,Zone B,22,0
161694,flood near river,01-01-2023 00:47,37.17411536,-122.4957682,Zone C,4,1
142038,earthquake felt,01-01-2023 00:48,37.77617646,-122.0279546,Zone A,42,0
102856,earthquake felt,01-01-2023 00:49,37.67692662,-121.6419414,Zone B,25,0
120027,fire in downtown,01-01-2023 00:50,37.44932784,-122.3863849,Zone C,229,0
167755,evacuate Zone C,01-01-2023 00:51,37.16632396,-121.8757799,Zone D,24,0
155603,emergency in Zone A,01-01-2023 00:52,37.01738414,-122.2968028,Zone C,26,0
134132,earthquake felt,01-01-2023 00:53,37.15828189,-122.0457289,Zone C,22,0
128980,earthquake felt,01-01-2023 00:54,37.19392072,-121.9726232,Zone D,21,0
162918,emergency in Zone A,01-01-2023 00:55,37.74617621,-122.464,Zone A,12,1
145901,evacuate Zone C,01-01-2023 00:56,37.64672941,-121.836082,Zone B,25,0
197730,earthquake felt,01-01-2023 00:57,37.37403224,-122.3826308,Zone C,29,0
148681,evacuate Zone C,01-01-2023 00:58,37.13983676,-121.7609532,Zone D,20,0
151224,flood near river,01-01-2023 00:59,37.821417,-122.1352046,Zone A,22,0
154615,evacuate Zone C,01-01-2023 01:00,37.90500874,-122.3471829,Zone A,2,1
115308,evacuate Zone C,01-01-2023 01:01,37.12669261,-122.4631928,Zone C,18,0
166324,emergency in Zone A,01-01-2023 01:02,37.47807766,-122.0621542,Zone C,43,0
125600,fire in downtown,01-01-2023 01:03,37.92800598,-121.9595093,Zone B,26,0
142767,flood near river,01-01-2023 01:04,37.98895174,-121.9207658,Zone B,115,0
189526,emergency in Zone A,01-01-2023 01:05,37.48519267,-122.3935441,Zone C,149,0
176160,earthquake felt,01-01-2023 01:06,37.80122902,-121.5962727,Zone B,92,0
157102,emergency in Zone A,01-01-2023 01:07,37.95554029,-122.25147,Zone A,39,0
145969,fire in downtown,01-01-2023 01:08,37.03978608,-122.1662265,Zone C,359,0
139187,evacuate Zone C,01-01-2023 01:09,37.06167146,-121.6114507,Zone D,13,1
125626,earthquake felt,01-01-2023 01:10,37.26002909,-122.0457082,Zone C,5,1
174997,evacuate Zone C,01-01-2023 01:11,37.02536521,-121.8759736,Zone D,281,0
195670,evacuate Zone C,01-01-2023 01:12,37.39969667,-122.3337944,Zone C,207,0
193981,evacuate Zone C,01-01-2023 01:13,37.82689442,-121.9353489,Zone B,64,0
149016,earthquake felt,01-01-2023 01:14,37.240592,-122.0599116,Zone C,1,1
151035,fire in downtown,01-01-2023 01:15,37.8594339,-121.5427408,Zone B,36,0
133150,evacuate Zone C,01-01-2023 01:16,37.55237165,-121.6451186,Zone B,68,0
147742,fire in downtown,01-01-2023 01:17,37.33247026,-121.7529452,Zone D,3,1
175666,evacuate Zone C,01-01-2023 01:18,37.64904415,-122.0672366,Zone A,72,0
157320,earthquake felt,01-01-2023 01:19,37.79758444,-122.4284816,Zone A,12,1
192537,flood near river,01-01-2023 01:20,37.27458523,-122.3972609,Zone C,6,1
144286,evacuate Zone C,01-01-2023 01:21,37.19040812,-122.4907515,Zone C,38,0
142047,earthquake felt,01-01-2023 01:22,37.07549526,-121.8900438,Zone D,22,0
159958,emergency in Zone A,01-01-2023 01:23,37.05374653,-121.7909808,Zone D,21,0
158866,evacuate Zone C,01-01-2023 01:24,37.461741,-122.2197339,Zone C,45,0
177658,fire in downtown,01-01-2023 01:25,37.540894,-121.877554,Zone B,12,1
190450,emergency in Zone A,01-01-2023 01:26,37.02437543,-121.7581506,Zone D,266,0
164478,emergency in Zone A,01-01-2023 01:27,37.30683038,-121.7715774,Zone D,7,1
147848,flood near river,01-01-2023 01:28,37.64607023,-121.8828546,Zone B,7,1
184285,flood near river,01-01-2023 01:29,37.54355073,-121.5421895,Zone B,55,0
116132,flood near river,01-01-2023 01:30,37.26456584,-121.6813791,Zone D,73,0
167488,earthquake felt,01-01-2023 01:31,37.32714313,-122.1867362,Zone C,52,0
148911,earthquake felt,01-01-2023 01:32,37.76074331,-121.5398684,Zone B,66,0
114660,flood near river,01-01-2023 01:33,37.23780671,-121.8611539,Zone D,13,1
128058,fire in downtown,01-01-2023 01:34,37.68976178,-122.105244,Zone A,66,0
189976,evacuate Zone C,01-01-2023 01:35,37.85066183,-122.1305097,Zone A,58,0
110049,evacuate Zone C,01-01-2023 01:36,37.8988605,-122.0493897,Zone A,59,0
141433,fire in downtown,01-01-2023 01:37,37.52454219,-121.7207918,Zone B,20,0
132012,fire in downtown,01-01-2023 01:38,37.38512923,-121.8984757,Zone D,6,1
183459,earthquake felt,01-01-2023 01:39,37.20618197,-121.61201,Zone D,97,0
165114,earthquake felt,01-01-2023 01:40,37.5836589,-121.8522196,Zone B,2,1
156012,flood near river,01-01-2023 01:41,37.35444141,-122.4014451,Zone C,15,1
196325,fire in downtown,01-01-2023 01:42,37.20469481,-122.2203442,Zone C,309,0
169782,earthquake felt,01-01-2023 01:43,37.67414169,-121.5321749,Zone B,41,0
173521,earthquake felt,01-01-2023 01:44,37.64878635,-122.3165571,Zone A,110,0
127352,flood near river,01-01-2023 01:45,37.74844108,-122.3625329,Zone A,73,0
198120,fire in downtown,01-01-2023 01:46,37.22610262,-121.8378247,Zone D,2,1
177582,earthquake felt,01-01-2023 01:47,37.04024981,-122.4569959,Zone C,64,0
180628,earthquake felt,01-01-2023 01:48,37.04853095,-121.9904786,Zone D,100,0
185750,evacuate Zone C,01-01-2023 01:49,37.74319146,-122.3600373,Zone A,69,0
111123,fire in downtown,01-01-2023 01:50,37.43638781,-121.5557402,Zone D,76,0
180895,flood near river,01-01-2023 01:51,37.01674812,-121.5616912,Zone D,55,0
168780,evacuate Zone C,01-01-2023 01:52,37.7485234,-122.0374633,Zone A,25,0
121400,earthquake felt,01-01-2023 01:53,37.77156111,-121.7632302,Zone B,72,0
102704,fire in downtown,01-01-2023 01:54,37.83244966,-122.1009025,Zone A,77,0
134601,fire in downtown,01-01-2023 01:55,37.33617018,-121.555264,Zone D,81,0
176630,flood near river,01-01-2023 01:56,37.15957922,-122.406823,Zone C,38,0
117893,fire in downtown,01-01-2023 01:57,37.97915087,-121.8697327,Zone B,289,0
126105,fire in downtown,01-01-2023 01:58,37.14351309,-121.9386506,Zone D,86,0
182809,emergency in Zone A,01-01-2023 01:59,37.10366763,-122.3423858,Zone C,1,1
111046,flood near river,01-01-2023 02:00,37.0282493,-121.5043704,Zone D,64,0
116286,fire in downtown,01-01-2023 02:01,37.61131928,-122.232518,Zone A,51,0
187225,fire in downtown,01-01-2023 02:02,37.2725949,-122.2262118,Zone C,83,0
168842,evacuate Zone C,01-01-2023 02:03,37.89678062,-121.7812091,Zone B,90,0
127475,flood near river,01-01-2023 02:04,37.66573926,-122.2750327,Zone A,48,0
146643,evacuate Zone C,01-01-2023 02:05,37.21786095,-122.2741526,Zone C,39,0
153057,evacuate Zone C,01-01-2023 02:06,37.44617539,-121.7366636,Zone D,9,1
117501,flood near river,01-01-2023 02:07,37.72326684,-121.6752851,Zone B,17,0
198235,earthquake felt,01-01-2023 02:08,37.60464249,-121.715971,Zone B,41,0
193401,earthquake felt,01-01-2023 02:09,37.28354316,-121.8124146,Zone D,49,0
191342,flood near river,01-01-2023 02:10,37.68386179,-122.0047597,Zone A,33,0
144067,emergency in Zone A,01-01-2023 02:11,37.59821433,-121.5318105,Zone B,13,1
105693,evacuate Zone C,01-01-2023 02:12,37.75005607,-121.660197,Zone B,26,0
141164,earthquake felt,01-01-2023 02:13,37.50417295,-122.2677333,Zone A,94,0
109837,earthquake felt,01-01-2023 02:14,37.79813874,-121.8675579,Zone B,99,0
111753,evacuate Zone C,01-01-2023 02:15,37.21302219,-122.2811855,Zone C,49,0
191505,fire in downtown,01-01-2023 02:16,37.18214585,-122.0136096,Zone C,29,0
145309,flood near river,01-01-2023 02:17,37.21323059,-122.0431704,Zone C,62,0
183975,evacuate Zone C,01-01-2023 02:18,37.77186469,-122.2559556,Zone A,40,0
187230,emergency in Zone A,01-01-2023 02:19,37.25526348,-122.4143021,Zone C,53,0
187511,earthquake felt,01-01-2023 02:20,37.45750843,-122.344936,Zone C,74,0
122693,earthquake felt,01-01-2023 02:21,37.20368923,-122.2174433,Zone C,270,0
132721,earthquake felt,01-01-2023 02:22,37.09150007,-122.4046912,Zone C,64,0
162226,flood near river,01-01-2023 02:23,37.32266486,-121.9730798,Zone D,22,0
104954,evacuate Zone C,01-01-2023 02:24,37.77309601,-121.5710553,Zone B,14,1
156749,earthquake felt,01-01-2023 02:25,37.5543933,-121.5697946,Zone B,1,1
136898,emergency in Zone A,01-01-2023 02:26,37.37213198,-121.6330391,Zone D,10,1
183275,evacuate Zone C,01-01-2023 02:27,37.86769518,-121.8226357,Zone B,114,0
185947,earthquake felt,01-01-2023 02:28,37.66750384,-122.0717122,Zone A,12,1
123109,earthquake felt,01-01-2023 02:29,37.66303151,-121.8783216,Zone B,36,0
130043,fire in downtown,01-01-2023 02:30,37.20971125,-122.2410903,Zone C,142,0
187295,evacuate Zone C,01-01-2023 02:31,37.12141923,-121.9622568,Zone D,53,0
172346,emergency in Zone A,01-01-2023 02:32,37.373773,-121.9966592,Zone D,13,1
187770,emergency in Zone A,01-01-2023 02:33,37.66793412,-121.8187004,Zone B,32,0
174555,earthquake felt,01-01-2023 02:34,37.27569511,-121.606563,Zone D,72,0
103448,flood near river,01-01-2023 02:35,37.9026114,-121.9390178,Zone B,24,0
161125,flood near river,01-01-2023 02:36,37.11960442,-122.088351,Zone C,52,0
109136,emergency in Zone A,01-01-2023 02:37,37.80298999,-121.9416117,Zone B,20,0
155003,emergency in Zone A,01-01-2023 02:38,37.76502233,-121.5018051,Zone B,0,1
151126,evacuate Zone C,01-01-2023 02:39,37.08873601,-121.9153696,Zone D,45,0
128181,earthquake felt,01-01-2023 02:40,37.94765897,-122.4108494,Zone A,7,1
125767,flood near river,01-01-2023 02:41,37.42504652,-122.2795674,Zone C,66,0
109314,earthquake felt,01-01-2023 02:42,37.81774869,-122.0652305,Zone A,2,1
118833,fire in downtown,01-01-2023 02:43,37.36142164,-121.9584111,Zone D,2,1
